weight,height,label
55,145,fat
78,154,fat
43,189,thin
53,172,thin
43,154,thin
47,170,thin
67,172,normal
49,132,fat
63,141,fat
38,140,normal
65,134,fat
48,124,fat
72,181,normal
59,191,thin
45,137,normal
73,195,normal
51,182,thin
71,197,thin
54,134,fat
37,147,thin
65,200,thin
44,193,thin
71,152,fat
79,152,fat
66,157,fat
64,193,thin
50,182,thin
67,128,fat
77,192,normal
55,129,fat
71,199,thin
56,139,fat
48,190,thin
70,122,fat
38,167,thin
61,199,thin
58,159,normal
52,179,thin
41,167,thin
54,196,thin
58,143,fat
65,166,normal
55,191,thin
53,153,normal
62,147,fat
59,131,fat
45,130,fat
74,167,fat
41,146,normal
79,185,normal
73,183,normal
42,198,thin
80,178,fat
65,172,normal
59,164,normal
59,179,thin
47,192,thin
77,186,normal
53,130,fat
60,122,fat
47,179,thin
73,143,fat
60,140,fat
61,131,fat
73,198,normal
72,137,fat
71,195,normal
37,145,thin
47,131,fat
42,175,thin
41,170,thin
71,174,normal
42,157,thin
39,133,normal
54,136,fat
37,175,thin
36,179,thin
70,179,normal
51,147,normal
60,159,normal
72,155,fat
68,165,normal
39,170,thin
39,175,thin
64,197,thin
62,137,fat
36,196,thin
67,179,normal
67,128,fat
35,183,thin
68,145,fat
58,162,normal
45,189,thin
55,194,thin
67,179,normal
50,133,fat
67,194,thin
58,147,fat
65,134,fat
75,152,fat
75,164,fat
39,193,thin
35,135,normal
38,199,thin
59,174,normal
47,132,fat
48,186,thin
37,123,normal
36,185,thin
45,196,thin
68,134,fat
44,145,normal
54,145,fat
64,156,fat
36,156,thin
36,121,normal
37,140,normal
40,184,thin
61,175,normal
35,185,thin
51,195,thin
53,148,normal
36,178,thin
48,166,thin
46,142,normal
70,190,normal
42,185,thin
53,148,normal
64,137,fat
71,124,fat
71,150,fat
61,132,fat
67,135,fat
43,147,normal
42,188,thin
51,124,fat
79,125,fat
47,180,thin
70,130,fat
75,170,fat
68,129,fat
48,185,thin
66,129,fat
53,166,normal
79,133,fat
61,151,fat
39,121,fat
37,165,thin
61,194,thin
36,167,thin
40,133,normal
53,141,fat
69,173,normal
52,143,fat
38,191,thin
74,151,fat
44,171,thin
42,188,thin
65,154,fat
35,124,normal
79,134,fat
76,152,fat
79,132,fat
59,122,fat
60,150,fat
64,185,normal
40,144,normal
63,129,fat
37,132,normal
37,140,normal
58,176,normal
79,195,normal
65,142,fat
42,186,thin
80,140,fat
77,133,fat
48,174,thin
40,131,normal
46,159,thin
70,174,normal
46,148,normal
59,195,thin
59,135,fat
51,192,thin
75,192,normal
77,150,fat
74,133,fat
53,144,fat
47,175,thin
77,178,normal
64,126,fat
53,199,thin
62,136,fat
58,136,fat
68,170,normal
43,157,thin
58,177,normal
40,157,thin
38,184,thin
55,123,fat
59,161,normal
59,194,thin
46,190,thin
60,123,fat
67,188,normal
71,153,fat
67,187,normal
64,148,fat
61,176,normal
64,189,thin
49,182,thin
51,182,thin
51,157,normal
55,166,normal
50,142,normal
39,187,thin
45,191,thin
62,133,fat
63,125,fat
40,152,thin
54,182,thin
75,194,normal
42,180,thin
78,163,fat
51,170,thin
42,176,thin
65,181,normal
75,136,fat
78,198,normal
60,162,normal
58,166,normal
78,169,fat
45,184,thin
65,125,fat
67,177,normal
72,163,fat
43,139,normal
61,145,fat
72,137,fat
56,169,normal
65,175,normal
58,141,fat
39,157,thin
44,155,thin
50,150,normal
64,137,fat
64,126,fat
43,170,thin
56,192,thin
73,161,fat
51,136,fat
58,170,normal
74,151,fat
62,144,fat
78,128,fat
37,196,thin
47,187,thin
56,195,thin
43,136,normal
41,156,thin
36,199,thin
52,156,normal
65,150,fat
47,153,normal
61,127,fat
70,162,fat
40,121,fat
71,188,normal
71,126,fat
62,163,normal
58,146,fat
73,198,normal
70,182,normal
57,200,thin
47,177,thin
38,169,thin
45,156,thin
53,165,normal
36,191,thin
48,175,thin
54,170,normal
80,185,normal
57,173,normal
38,182,thin
65,125,fat
67,186,normal
59,121,fat
53,137,fat
52,176,thin
71,148,fat
76,149,fat
74,178,normal
39,158,thin
72,157,fat
62,187,thin
77,200,normal
39,171,thin
71,181,normal
36,190,thin
52,173,thin
55,130,fat
48,121,fat
66,157,fat
42,192,thin
56,176,thin
38,140,normal
61,198,thin
44,182,thin
79,158,fat
66,179,normal
38,180,thin
56,181,thin
52,146,normal
45,128,fat
50,171,thin
62,127,fat
78,176,fat
36,176,thin
36,154,thin
40,146,normal
57,189,thin
37,199,thin
73,137,fat
75,186,normal
60,198,thin
51,183,thin
80,168,fat
37,192,thin
76,190,normal
54,176,thin
69,194,thin
46,133,fat
59,139,fat
80,157,fat
76,180,normal
37,133,normal
59,130,fat
76,135,fat
42,134,normal
57,189,thin
38,136,normal
60,170,normal
76,172,fat
58,121,fat
36,184,thin
40,161,thin
75,120,fat
78,122,fat
70,190,normal
78,138,fat
36,191,thin
37,188,thin
73,144,fat
48,131,fat
64,200,thin
76,193,normal
76,144,fat
49,174,thin
57,123,fat
64,179,normal
65,180,normal
56,122,fat
39,167,thin
62,145,fat
47,166,thin
35,182,thin
54,195,thin
47,190,thin
44,120,fat
79,184,normal
66,177,normal
48,167,thin
76,137,fat
51,152,normal
77,179,normal
65,159,fat
55,161,normal
75,185,normal
39,190,thin
38,156,thin
43,200,thin
72,152,fat
62,174,normal
47,139,normal
58,193,thin
41,180,thin
67,180,normal
61,185,thin
73,188,normal
42,199,thin
60,196,thin
50,124,fat
53,173,thin
39,184,thin
43,162,thin
63,172,normal
54,125,fat
50,140,fat
70,126,fat
74,176,normal
64,199,thin
59,160,normal
35,182,thin
78,193,normal
42,130,normal
57,140,fat
77,200,normal
40,161,thin
50,186,thin
76,139,fat
79,147,fat
66,193,thin
58,190,thin
44,191,thin
67,197,thin
71,168,fat
42,145,normal
53,196,thin
73,175,normal
75,187,normal
68,196,thin
80,150,fat
41,198,thin
71,154,fat
59,188,thin
75,162,fat
50,175,thin
77,134,fat
44,168,thin
45,158,thin
68,154,fat
50,186,thin
64,159,fat
42,138,normal
40,135,normal
67,152,fat
75,176,normal
78,142,fat
37,158,thin
59,137,fat
56,195,thin
64,166,normal
74,188,normal
45,193,thin
61,193,thin
36,121,normal
41,176,thin
37,189,thin
67,200,thin
80,120,fat
63,181,normal
61,191,thin
38,136,normal
61,135,fat
47,158,normal
61,138,fat
48,129,fat
46,163,thin
71,168,fat
66,136,fat
37,157,thin
64,187,thin
48,150,normal
66,137,fat
67,181,normal
48,129,fat
46,133,fat
77,166,fat
79,187,normal
40,144,normal
43,200,thin
35,141,thin
47,178,thin
37,146,thin
45,168,thin
71,156,fat
55,196,thin
58,161,normal
48,180,thin
53,153,normal
38,123,fat
56,177,thin
62,146,fat
58,191,thin
74,196,normal
72,175,normal
79,151,fat
46,158,thin
37,129,normal
64,190,thin
39,171,thin
35,128,normal
57,171,normal
41,148,normal
55,172,normal
56,192,thin
74,174,normal
56,198,thin
47,148,normal
80,169,fat
41,146,normal
66,140,fat
46,155,normal
77,186,normal
48,165,thin
66,154,fat
76,146,fat
76,190,normal
51,193,thin
60,146,fat
70,166,fat
42,124,fat
35,185,thin
66,151,fat
47,159,normal
57,144,fat
59,121,fat
49,158,normal
56,132,fat
76,167,fat
67,155,fat
77,129,fat
62,157,fat
67,156,fat
75,172,fat
75,184,normal
71,129,fat
53,179,thin
74,158,fat
38,152,thin
59,137,fat
57,135,fat
43,131,fat
71,172,normal
68,124,fat
45,177,thin
39,142,normal
43,128,fat
52,132,fat
77,181,normal
46,134,fat
47,145,normal
61,152,fat
59,197,thin
65,145,fat
62,156,fat
59,161,normal
70,192,normal
52,179,thin
73,188,normal
77,130,fat
46,139,normal
57,135,fat
42,168,thin
52,173,thin
46,138,normal
40,172,thin
50,130,fat
52,152,normal
66,121,fat
44,171,thin
66,134,fat
55,123,fat
39,174,thin
59,128,fat
62,139,fat
53,197,thin
56,197,thin
48,194,thin
42,130,normal
79,159,fat
58,135,fat
55,192,thin
69,183,normal
40,168,thin
44,154,normal
76,199,normal
45,185,thin
56,163,normal
78,185,normal
38,142,normal
74,197,normal
75,188,normal
37,125,normal
52,188,thin
80,177,fat
50,171,thin
58,131,fat
58,191,thin
64,179,normal
67,137,fat
62,134,fat
44,129,fat
57,157,normal
76,192,normal
79,136,fat
71,128,fat
36,170,thin
62,192,thin
66,170,normal
70,197,thin
68,172,normal
79,135,fat
56,180,thin
48,139,normal
77,200,normal
77,166,fat
73,129,fat
71,189,normal
39,176,thin
58,158,normal
40,192,thin
75,150,fat
45,187,thin
37,199,thin
46,171,thin
79,130,fat
42,194,thin
37,151,thin
77,130,fat
38,192,thin
71,120,fat
65,165,normal
40,175,thin
56,134,fat
63,182,normal
58,120,fat
56,190,thin
69,167,normal
53,151,normal
50,193,thin
67,185,normal
73,148,fat
36,144,thin
51,124,fat
74,188,normal
61,148,fat
67,158,fat
80,122,fat
35,121,normal
67,185,normal
70,162,fat
70,170,normal
37,120,fat
61,165,normal
76,149,fat
46,179,thin
46,141,normal
53,172,thin
70,177,normal
52,168,thin
55,196,thin
38,169,thin
50,174,thin
78,152,fat
62,176,normal
51,136,fat
70,187,normal
42,193,thin
41,123,fat
44,160,thin
80,150,fat
47,123,fat
50,133,fat
47,176,thin
40,164,thin
71,125,fat
65,146,fat
44,139,normal
39,176,thin
43,134,normal
65,166,normal
61,133,fat
68,177,normal
78,136,fat
41,153,thin
37,195,thin
61,140,fat
39,182,thin
74,190,normal
69,131,fat
46,171,thin
39,189,thin
62,180,normal
61,122,fat
39,137,normal
55,130,fat
79,154,fat
53,190,thin
37,148,thin
74,183,normal
76,178,normal
78,188,normal
72,120,fat
76,147,fat
59,185,thin
41,166,thin
59,170,normal
44,149,normal
56,167,normal
79,140,fat
79,145,fat
41,187,thin
37,131,normal
47,176,thin
41,153,thin
42,150,normal
50,142,normal
66,198,thin
55,123,fat
49,194,thin
42,164,thin
37,149,thin
39,125,normal
67,165,normal
40,184,thin
60,149,fat
38,125,normal
63,134,fat
62,139,fat
49,136,fat
59,173,normal
45,176,thin
77,132,fat
79,145,fat
67,120,fat
59,122,fat
73,129,fat
68,155,fat
54,131,fat
52,198,thin
69,126,fat
45,136,normal
41,174,thin
68,147,fat
51,171,thin
45,166,thin
79,172,fat
49,156,normal
71,177,normal
37,192,thin
58,157,normal
56,138,fat
79,129,fat
59,124,fat
70,137,fat
46,194,thin
78,177,normal
72,160,fat
59,165,normal
60,154,fat
79,155,fat
46,134,fat
70,141,fat
35,161,thin
70,132,fat
70,197,thin
60,123,fat
80,190,normal
80,158,fat
50,144,normal
47,181,thin
71,195,normal
44,142,normal
36,143,thin
35,180,thin
43,139,normal
43,150,normal
69,178,normal
38,193,thin
51,164,normal
65,183,normal
44,172,thin
44,157,thin
63,187,thin
63,122,fat
63,124,fat
40,129,normal
74,141,fat
35,128,normal
37,142,thin
77,169,fat
40,192,thin
70,126,fat
65,187,normal
62,167,normal
40,179,thin
42,142,normal
41,178,thin
65,140,fat
74,175,normal
65,161,fat
71,190,normal
57,160,normal
64,180,normal
69,178,normal
75,141,fat
55,185,thin
44,122,fat
48,169,thin
38,145,thin
42,175,thin
56,194,thin
57,196,thin
47,126,fat
44,159,thin
57,180,thin
57,185,thin
60,161,normal
63,148,fat
45,182,thin
56,122,fat
65,121,fat
53,166,normal
80,154,fat
53,147,normal
59,122,fat
66,140,fat
59,144,fat
77,183,normal
44,133,normal
69,146,fat
51,146,normal
47,141,normal
44,154,normal
59,163,normal
37,183,thin
57,145,fat
69,198,thin
69,175,normal
45,189,thin
71,122,fat
40,126,fat
54,183,thin
36,181,thin
46,183,thin
73,125,fat
47,199,thin
42,154,thin
39,136,normal
63,178,normal
49,127,fat
75,171,fat
45,188,thin
62,161,normal
66,163,normal
40,144,normal
73,137,fat
50,188,thin
64,149,fat
74,186,normal
35,174,thin
75,139,fat
73,186,normal
77,196,normal
35,196,thin
72,185,normal
45,200,thin
45,194,thin
36,121,normal
72,167,fat
53,135,fat
65,158,fat
70,165,fat
49,197,thin
49,200,thin
63,183,normal
80,144,fat
59,136,fat
53,174,thin
66,176,normal
49,124,fat
73,190,normal
79,173,fat
37,145,thin
37,199,thin
78,164,fat
52,157,normal
37,125,normal
55,167,normal
44,173,thin
48,166,thin
36,179,thin
56,134,fat
55,150,normal
51,126,fat
75,170,fat
42,127,fat
45,138,normal
57,152,normal
49,159,normal
74,135,fat
80,192,normal
80,156,fat
72,178,normal
46,170,thin
66,122,fat
67,142,fat
78,141,fat
59,158,normal
58,142,fat
72,144,fat
79,135,fat
78,198,normal
35,141,thin
73,166,fat
71,122,fat
54,124,fat
54,159,normal
73,145,fat
60,154,fat
48,181,thin
65,155,fat
40,128,normal
62,161,normal
75,180,normal
58,187,thin
60,164,normal
49,132,fat
80,192,normal
46,141,normal
38,129,normal
38,127,normal
50,185,thin
37,194,thin
73,179,normal
75,122,fat
44,126,fat
44,148,normal
60,184,thin
70,177,normal
74,171,fat
74,123,fat
43,162,thin
68,171,normal
65,157,fat
60,147,fat
38,175,thin
73,189,normal
63,168,normal
64,158,fat
69,172,normal
67,140,fat
42,184,thin
43,179,thin
41,126,fat
47,176,thin
44,168,thin
43,154,thin
44,155,thin
62,142,fat
62,125,fat
36,164,thin
39,178,thin
37,183,thin
58,177,normal
43,180,thin
46,154,normal
36,160,thin
44,152,normal
40,122,fat
55,125,fat
70,123,fat
48,176,thin
49,141,normal
74,161,fat
53,200,thin
78,146,fat
67,127,fat
79,138,fat
58,138,fat
61,129,fat
66,188,normal
46,129,fat
61,150,fat
73,186,normal
35,153,thin
54,121,fat
73,163,fat
52,153,normal
55,141,fat
51,144,normal
52,177,thin
38,134,normal
67,123,fat
50,142,normal
69,169,normal
43,182,thin
45,190,thin
39,122,fat
77,122,fat
73,173,normal
57,188,thin
64,193,thin
50,150,normal
67,132,fat
36,124,normal
40,170,thin
39,199,thin
50,181,thin
80,150,fat
52,196,thin
70,139,fat
72,125,fat
74,164,fat
62,200,thin
65,174,normal
54,133,fat
35,127,normal
62,134,fat
77,152,fat
70,160,fat
76,130,fat
56,123,fat
64,164,normal
45,157,thin
63,188,thin
80,195,normal
80,186,normal
44,142,normal
50,134,fat
60,134,fat
43,137,normal
46,152,normal
38,158,thin
40,141,normal
58,147,fat
60,124,fat
48,175,thin
42,168,thin
65,124,fat
56,159,normal
79,154,fat
39,173,thin
72,131,fat
65,125,fat
47,139,normal
55,155,normal
57,133,fat
55,133,fat
60,167,normal
54,155,normal
74,185,normal
73,159,fat
56,168,normal
62,133,fat
70,188,normal
67,188,normal
70,134,fat
62,174,normal
77,137,fat
48,191,thin
52,145,normal
76,126,fat
44,155,thin
75,151,fat
61,178,normal
69,197,thin
70,122,fat
62,195,thin
69,123,fat
61,167,normal
71,189,normal
58,147,fat
40,141,normal
71,168,fat
77,146,fat
78,165,fat
54,161,normal
69,140,fat
42,164,thin
78,135,fat
47,129,fat
48,130,fat
76,127,fat
41,128,fat
41,152,thin
80,170,fat
42,121,fat
69,183,normal
75,140,fat
44,147,normal
54,181,thin
62,124,fat
42,192,thin
58,158,normal
44,133,normal
77,128,fat
61,190,thin
38,162,thin
79,154,fat
46,147,normal
42,136,normal
49,180,thin
41,123,fat
71,164,fat
57,178,thin
67,161,fat
59,141,fat
79,177,fat
54,153,normal
35,192,thin
39,153,thin
50,166,thin
40,152,thin
35,143,thin
77,157,fat
58,146,fat
73,123,fat
64,136,fat
60,154,fat
44,128,fat
58,138,fat
36,133,normal
70,127,fat
38,190,thin
72,157,fat
68,191,normal
55,124,fat
80,176,fat
74,185,normal
48,120,fat
72,155,fat
41,137,normal
51,126,fat
68,146,fat
41,184,thin
45,173,thin
46,132,fat
39,139,normal
58,195,thin
49,166,thin
51,185,thin
57,157,normal
79,128,fat
50,148,normal
45,178,thin
49,181,thin
55,158,normal
78,172,fat
79,134,fat
58,150,fat
64,137,fat
65,144,fat
46,185,thin
75,169,fat
64,182,normal
73,158,fat
54,162,normal
35,154,thin
37,196,thin
37,159,thin
35,133,normal
38,186,thin
73,197,normal
79,121,fat
78,194,normal
42,190,thin
38,143,normal
67,153,fat
78,186,normal
74,178,normal
70,182,normal
56,188,thin
69,169,normal
52,133,fat
55,141,fat
57,166,normal
44,161,thin
53,124,fat
66,177,normal
58,200,thin
37,127,normal
73,186,normal
60,158,normal
71,120,fat
59,124,fat
40,128,normal
52,140,fat
53,166,normal
38,170,thin
78,172,fat
75,164,fat
36,133,normal
45,154,normal
61,176,normal
51,197,thin
38,179,thin
73,198,normal
45,194,thin
75,189,normal
78,125,fat
65,160,fat
69,168,normal
39,164,thin
51,172,thin
74,165,fat
36,180,thin
78,141,fat
45,125,fat
78,141,fat
78,190,normal
73,177,normal
46,164,thin
55,167,normal
67,139,fat
57,168,normal
67,157,fat
68,179,normal
60,136,fat
70,129,fat
49,193,thin
58,139,fat
71,171,normal
78,159,fat
51,133,fat
50,120,fat
40,120,fat
79,186,normal
74,154,fat
38,160,thin
37,173,thin
69,175,normal
73,127,fat
49,153,normal
41,187,thin
54,199,thin
57,134,fat
43,123,fat
61,156,fat
44,152,normal
76,154,fat
67,179,normal
58,194,thin
77,178,normal
79,158,fat
62,120,fat
51,198,thin
50,178,thin
73,183,normal
70,138,fat
70,178,normal
45,189,thin
35,144,thin
53,136,fat
80,150,fat
37,190,thin
53,176,thin
41,127,fat
77,200,normal
46,171,thin
66,198,thin
76,143,fat
51,141,fat
63,154,fat
64,190,thin
42,151,thin
70,149,fat
56,134,fat
76,172,fat
62,148,fat
57,129,fat
75,156,fat
62,186,thin
68,147,fat
63,186,thin
51,166,normal
58,140,fat
75,189,normal
52,185,thin
52,194,thin
56,164,normal
80,137,fat
58,165,normal
58,162,normal
51,163,normal
44,168,thin
80,154,fat
47,186,thin
77,195,normal
60,193,thin
40,170,thin
60,189,thin
69,193,normal
51,136,fat
66,142,fat
36,184,thin
56,129,fat
68,167,normal
76,126,fat
49,179,thin
56,156,normal
64,153,fat
42,120,fat
52,146,normal
51,141,fat
43,131,fat
77,156,fat
37,164,thin
46,182,thin
73,195,normal
40,190,thin
74,199,normal
70,191,normal
40,174,thin
53,164,normal
72,162,fat
60,156,normal
59,169,normal
50,180,thin
52,150,normal
43,151,normal
63,138,fat
72,180,normal
44,135,normal
48,161,normal
70,152,fat
66,141,fat
45,198,thin
37,173,thin
62,130,fat
40,133,normal
62,163,normal
70,143,fat
35,152,thin
77,151,fat
60,199,thin
75,167,fat
36,168,thin
35,180,thin
68,184,normal
41,143,normal
38,150,thin
61,157,normal
61,158,normal
45,122,fat
75,153,fat
51,152,normal
64,143,fat
52,159,normal
71,171,normal
50,133,fat
40,137,normal
77,184,normal
49,137,fat
55,122,fat
72,199,thin
66,187,normal
68,187,normal
43,164,thin
42,167,thin
78,172,fat
54,168,normal
42,149,normal
46,195,thin
74,131,fat
42,165,thin
46,167,thin
56,139,fat
71,172,normal
45,158,thin
48,127,fat
72,165,fat
35,172,thin
80,124,fat
65,150,fat
80,173,fat
69,151,fat
56,126,fat
48,123,fat
52,147,normal
62,155,fat
38,195,thin
50,126,fat
39,173,thin
39,139,normal
51,170,thin
77,189,normal
44,151,normal
66,158,fat
46,168,thin
43,161,thin
57,190,thin
77,195,normal
48,196,thin
54,197,thin
36,170,thin
69,144,fat
58,127,fat
55,151,normal
78,123,fat
53,198,thin
69,158,fat
55,181,thin
41,145,normal
46,164,thin
60,125,fat
66,125,fat
55,180,thin
48,168,thin
48,139,normal
49,139,fat
77,137,fat
48,196,thin
36,183,thin
71,142,fat
46,142,normal
80,171,fat
58,125,fat
78,122,fat
75,133,fat
56,163,normal
73,183,normal
76,139,fat
72,133,fat
36,150,thin
55,183,thin
70,141,fat
73,187,normal
46,185,thin
45,125,fat
43,159,thin
48,154,normal
76,156,fat
62,126,fat
55,192,thin
61,166,normal
51,199,thin
69,151,fat
72,164,fat
77,151,fat
49,153,normal
58,141,fat
35,198,thin
47,156,normal
59,167,normal
54,190,thin
79,167,fat
59,182,thin
72,192,normal
35,127,normal
42,150,normal
74,139,fat
38,146,thin
53,139,fat
57,181,thin
46,188,thin
43,155,thin
79,138,fat
44,138,normal
73,191,normal
43,141,normal
72,132,fat
39,156,thin
64,158,fat
73,126,fat
45,197,thin
69,184,normal
57,131,fat
58,125,fat
61,159,normal
43,154,thin
75,181,normal
77,124,fat
53,179,thin
65,175,normal
52,141,fat
59,124,fat
77,162,fat
47,156,normal
56,156,normal
75,120,fat
78,126,fat
58,170,normal
80,152,fat
46,150,normal
79,168,fat
70,143,fat
61,173,normal
51,193,thin
38,167,thin
63,160,normal
39,131,normal
62,180,normal
73,163,fat
51,120,fat
67,168,normal
35,195,thin
61,166,normal
62,148,fat
65,165,normal
48,152,normal
80,148,fat
39,137,normal
75,183,normal
55,123,fat
76,124,fat
55,130,fat
70,197,thin
76,190,normal
74,123,fat
37,133,normal
66,178,normal
41,154,thin
67,181,normal
51,186,thin
79,120,fat
46,148,normal
76,157,fat
50,146,normal
77,131,fat
46,126,fat
80,143,fat
70,158,fat
62,151,fat
69,183,normal
80,148,fat
70,139,fat
41,154,thin
37,144,thin
69,132,fat
35,130,normal
40,166,thin
78,126,fat
59,135,fat
71,179,normal
78,173,fat
80,160,fat
56,163,normal
69,170,normal
72,182,normal
66,159,fat
46,120,fat
57,133,fat
51,188,thin
36,152,thin
40,125,fat
76,171,fat
71,129,fat
74,173,normal
44,199,thin
39,171,thin
52,170,thin
80,122,fat
70,151,fat
36,158,thin
37,176,thin
49,144,normal
61,159,normal
71,194,normal
41,198,thin
58,179,thin
42,140,normal
78,142,fat
45,173,thin
46,164,thin
59,188,thin
38,129,normal
50,184,thin
64,191,thin
59,169,normal
55,168,normal
50,134,fat
54,161,normal
47,121,fat
77,182,normal
65,138,fat
45,147,normal
73,169,fat
42,166,thin
43,137,normal
63,133,fat
78,178,normal
41,175,thin
56,175,thin
73,186,normal
46,187,thin
67,180,normal
45,130,fat
39,160,thin
73,132,fat
38,194,thin
54,124,fat
67,143,fat
78,180,normal
60,157,normal
75,151,fat
76,192,normal
49,135,fat
58,183,thin
38,178,thin
44,192,thin
59,182,thin
37,188,thin
54,134,fat
53,153,normal
58,167,normal
36,121,normal
52,146,normal
44,146,normal
38,133,normal
51,183,thin
67,196,thin
61,138,fat
70,169,normal
79,188,normal
70,184,normal
51,145,normal
55,200,thin
79,199,normal
47,145,normal
47,161,thin
75,170,fat
80,178,fat
51,127,fat
53,197,thin
46,136,normal
44,189,thin
57,164,normal
63,162,normal
62,192,thin
72,127,fat
58,131,fat
52,131,fat
62,200,thin
45,155,normal
36,173,thin
61,126,fat
61,146,fat
77,136,fat
44,134,normal
69,162,fat
79,195,normal
65,158,fat
40,138,normal
80,177,fat
75,174,normal
79,151,fat
44,121,fat
73,127,fat
71,146,fat
40,169,thin
75,198,normal
56,177,thin
43,174,thin
71,173,normal
73,153,fat
40,163,thin
35,172,thin
74,136,fat
37,150,thin
70,179,normal
79,174,fat
44,123,fat
59,130,fat
74,167,fat
45,157,thin
47,123,fat
37,130,normal
62,142,fat
47,149,normal
41,186,thin
62,143,fat
48,170,thin
39,138,normal
55,156,normal
49,140,fat
36,154,thin
78,160,fat
40,179,thin
76,186,normal
60,184,thin
67,181,normal
38,147,thin
68,189,normal
47,162,thin
51,120,fat
72,178,normal
58,180,thin
39,152,thin
66,183,normal
50,149,normal
62,144,fat
74,143,fat
53,124,fat
73,180,normal
37,129,normal
39,197,thin
73,147,fat
55,159,normal
38,178,thin
68,171,normal
70,190,normal
44,171,thin
39,139,normal
68,132,fat
55,138,fat
45,158,thin
42,166,thin
50,191,thin
70,185,normal
39,121,fat
42,147,normal
52,145,normal
65,190,thin
68,166,normal
69,144,fat
37,127,normal
36,184,thin
58,131,fat
39,168,thin
44,145,normal
43,189,thin
52,127,fat
76,123,fat
50,141,fat
49,178,thin
61,159,normal
39,148,thin
49,194,thin
65,126,fat
52,147,normal
54,150,normal
49,142,normal
79,131,fat
57,196,thin
46,160,thin
40,181,thin
70,131,fat
76,134,fat
67,177,normal
72,141,fat
73,178,normal
77,158,fat
43,168,thin
58,176,normal
63,185,thin
75,134,fat
74,151,fat
73,137,fat
74,151,fat
48,134,fat
73,146,fat
53,168,normal
70,169,normal
70,137,fat
54,128,fat
70,197,thin
77,192,normal
54,127,fat
69,131,fat
53,126,fat
36,170,thin
51,193,thin
54,133,fat
76,129,fat
43,130,fat
46,178,thin
44,124,fat
48,169,thin
56,140,fat
66,198,thin
51,143,normal
69,170,normal
63,169,normal
48,195,thin
51,144,normal
68,181,normal
55,194,thin
41,189,thin
50,120,fat
35,153,thin
63,168,normal
79,141,fat
41,186,thin
37,159,thin
39,148,thin
68,177,normal
72,162,fat
54,190,thin
62,155,fat
53,146,normal
45,160,thin
62,126,fat
51,153,normal
66,133,fat
80,196,normal
60,137,fat
50,193,thin
62,191,thin
52,175,thin
58,128,fat
50,163,normal
50,160,normal
58,145,fat
74,190,normal
39,190,thin
42,163,thin
40,199,thin
42,145,normal
63,123,fat
51,130,fat
46,127,fat
77,190,normal
66,122,fat
76,147,fat
66,191,thin
56,169,normal
73,155,fat
47,164,thin
64,172,normal
37,194,thin
73,185,normal
60,177,normal
43,131,fat
43,170,thin
56,166,normal
40,153,thin
72,153,fat
54,166,normal
49,187,thin
62,145,fat
76,178,normal
40,176,thin
62,159,normal
49,192,thin
35,187,thin
41,125,fat
40,170,thin
43,176,thin
47,124,fat
36,175,thin
69,134,fat
54,189,thin
36,153,thin
66,138,fat
77,188,normal
69,160,fat
57,146,fat
49,166,thin
35,175,thin
51,164,normal
56,164,normal
75,178,normal
39,184,thin
64,198,thin
65,156,fat
76,152,fat
52,153,normal
69,138,fat
38,179,thin
38,165,thin
43,190,thin
46,188,thin
67,189,normal
76,158,fat
48,136,fat
38,173,thin
36,161,thin
59,182,thin
74,145,fat
65,151,fat
69,199,thin
45,154,normal
46,179,thin
61,147,fat
49,173,thin
69,164,fat
46,128,fat
68,198,thin
55,197,thin
80,174,fat
67,124,fat
63,166,normal
55,136,fat
59,124,fat
49,131,fat
59,134,fat
41,170,thin
35,190,thin
66,120,fat
72,170,normal
74,167,fat
66,167,normal
58,172,normal
76,126,fat
51,176,thin
39,154,thin
61,126,fat
76,129,fat
42,121,fat
44,198,thin
38,134,normal
43,188,thin
77,131,fat
37,198,thin
53,180,thin
65,126,fat
75,156,fat
60,175,normal
75,127,fat
54,186,thin
79,174,fat
64,145,fat
58,189,thin
41,199,thin
74,166,fat
71,199,thin
57,164,normal
78,171,fat
80,136,fat
66,198,thin
59,142,fat
44,174,thin
61,148,fat
60,193,thin
67,129,fat
70,163,fat
66,168,normal
78,185,normal
47,147,normal
41,173,thin
36,144,thin
60,178,normal
75,188,normal
63,154,fat
64,180,normal
67,148,fat
63,152,fat
42,154,thin
54,154,normal
37,181,thin
41,185,thin
43,140,normal
63,129,fat
66,143,fat
41,139,normal
75,136,fat
48,156,normal
40,195,thin
79,184,normal
68,164,fat
67,122,fat
62,127,fat
63,164,normal
67,199,thin
49,174,thin
79,165,fat
47,141,normal
72,132,fat
49,155,normal
52,137,fat
72,161,fat
61,159,normal
52,190,thin
48,156,normal
41,132,normal
54,152,normal
71,177,normal
49,137,fat
57,156,normal
58,148,fat
56,126,fat
49,147,normal
58,161,normal
64,194,thin
54,188,thin
75,150,fat
78,152,fat
35,163,thin
65,144,fat
58,188,thin
77,182,normal
42,198,thin
73,198,normal
80,165,fat
45,160,thin
80,194,normal
36,167,thin
55,190,thin
77,167,fat
70,172,normal
65,149,fat
40,164,thin
45,138,normal
40,146,normal
61,133,fat
58,192,thin
49,166,thin
42,156,thin
67,160,fat
65,157,fat
59,173,normal
80,132,fat
69,164,fat
63,163,normal
71,171,normal
65,146,fat
50,146,normal
